id;data;valor
010yATtaUBQ10x0200;28/01/2023;39.0
1sQ0wC5Ak000Aa0000;05/07/2023;50.0
0QA0xG14UT01A0b020;07/08/2021;100.0
1WA31000AF0D0B500z;08/06/2022;50.0
H31A0loH0008JA0L01;20/10/2023;35.0
K010A60HA000t50r0G;23/02/2022;60.0
ao00P01zA8x01B3A00;06/09/2023;20.0
R0F10A03a3YA008010;06/01/2023;20.0
00k500m0CH0f10A0At;11/04/2022;20.0
qBA18000J1pad0A300;05/09/2021;55.0
rT00AQp00A01w1x2d0;05/12/2022;50.0
T1R0002H10tj0QTWA0;20/10/2022;30.0
30Qp2J1CcTZ000A100;05/01/2022;20.0
00O1jTWQ0120V0X8A0;05/04/2023;20.0
H000Z10T4W02QgA1T0;06/05/2023;20.0
f103A00AR1e9H80T00;20/04/2022;30.0
T0A91I0V012XX00RQ0;27/06/2022;35.0
1A1U830TO00ZjsA000;31/01/2022;20.0
200o11030PTQ00RA0D;20/03/2023;25.0
1y0P050N0A0100A0C0;05/07/2021;36.0
3AR0S10aA100e0N80j;05/01/2022;20.0
TQZ001A2B00Y10w06T;26/08/2022;35.0
L00Ma1201K0Q0T0QAy;05/07/2021;45.0
2LA00027T0bJ01TQ10;21/11/2022;20.0
1031aP80T00B00AZAy;05/10/2022;25.0
AR1O5PS10H00000T2Q;07/03/2021;30.0
02i0Wj001V1TA0W0QE;07/06/2023;30.0
0A1A103000QmrB80n0;22/02/2021;50.0
LwY0QAT01Q10H0002s;11/05/2022;35.0
100c0QAT1oY00Q02VN;05/07/2023;20.0
Q2OYo00H10Ht1T000A;21/08/2021;20.0
d310AA0a001e6A080b;22/02/2023;52.05
0TscA102010UT0TC0Q;05/03/2023;30.0
0L12AT081OT00s00QQ;05/06/2021;25.0
0050000UlsA160gAI0;05/01/2021;65.0
Q21ZAKj0b000s0T01Q;06/09/2022;20.0
AG0v0I010HQ0120dTW;20/05/2023;25.0
0aQeg50A0010TE0Q12;05/10/2022;40.0
00AQ0Gh00Aw0q50q01;23/11/2022;39.0
Q0A0p0d02110E2SYT0;21/11/2022;20.0
3AD0008Ap100JLO10k;21/06/2023;50.0
008Ab0W0310KJ80A31;22/01/2023;40.0
h0181T0P0AR4A00300;06/05/2023;30.0
Q0LF000011RPTo7A20;10/11/2023;45.0
HM1M00800A0A33o1J0;11/05/2022;60.0
5AA100500000A0tb0d;20/04/2021;35.0
8RAj00mTA0k110003C;21/06/2023;40.0
000S00QT17c5A0J1Z2;05/05/2021;30.0
505000xmq1000RAQA0;20/10/2022;100.0
0T01QQs00JX01NAW02;20/04/2021;20.0
P01G0PLc8KA030A010;20/01/2021;110.0
50100TDQ120AjMQ0u0;07/08/2021;30.0
031r010J0EDZ0p0AA8;10/06/2022;80.0
0r004E0S105AJ00AY0;20/04/2023;30.0
0QW01002A01GT5AU01;20/03/2023;30.0
1030l10AAD008T0FAX;21/06/2023;40.0
1JT01y002QX0b0UA40;08/10/2023;150.0
Z001Qg2AT0O000Eq1L;06/02/2021;30.0
8w01I0071A00BA300q;11/05/2022;30.0
10cT0A02001y0bBQ0U;20/10/2023;20.0
0E40alA1G03071080A;26/04/2021;39.0
0Cw0AA105P0b00M900;20/07/2021;20.0
0050000UlsA160gAI0;05/03/2023;65.0
0H0A1T000iM1QEQz02;05/09/2021;20.0
A1R4001F0Voa020T0Q;06/05/2023;30.0
rS000EA883A00J011Z;05/07/2021;50.0
CN00u1l0A0010A50y0;28/11/2022;39.0
1H030F040A1b06MA08;06/09/2023;20.0
W5G10000NyA0A00cM0;20/09/2021;85.0
0BJ500A04BEA130001;20/06/2021;20.0
b20I1AWa10j000kQ0T;07/12/2023;20.0
AAq3J80i00B1p0001u;07/08/2021;60.0
A0A0800B500s10M00M;20/05/2023;65.0
f0wA0cEt0D50000A10;07/12/2023;25.0
0AA8Z00b31080Rc10R;20/10/2023;60.0
07u0B800101hA3MAz0;20/03/2021;70.0
801003B1opAA01Q001;06/01/2023;20.0
bYr1010R00Q2H0TH0A;06/01/2023;20.0
003280A130B01QAo70;23/02/2022;40.0
v0DQ20A0110Z0T9e0Z;20/09/2023;45.0
1Y00fu0FQAy0T2100T;07/12/2023;45.0
AAe8F00300r1VJ0B01;05/09/2021;50.0
qBA18000J1pad0A300;05/06/2021;55.0
830VA80JK0Vq10A100;25/06/2023;40.0
0S1QAF040i1Tg000V2;29/05/2021;25.0
0k1Q0Ko000ARS0T12p;07/08/2021;20.0
NHj0020A01T11LQ0I0;05/01/2022;20.0
00402QK00V1T10AS1G;05/02/2023;45.0
01kxB0Ak0005I40A00;05/07/2021;60.0
Nw0A052101A00KS00n;05/08/2023;70.0
0AJ081Cs01A8013200;06/09/2023;40.0
0ijR010uAA8B100c30;06/09/2022;20.0
A3A17008s01y0Ao070;06/05/2023;42.72
COa100R1Q920T00A0R;20/07/2021;30.0
01JqOAZ003p10A0S08;22/03/2022;35.0
00A00kuq0ql15A000A;20/10/2023;55.0
11Q0V100HROf20A00T;05/05/2021;30.0
A0L1u01200QR0OOjT0;23/02/2022;35.0
A01Tg0dIN00Q0012QT;06/01/2023;20.0
1PA0IG30A030P8z100;17/12/2023;50.0
101NAQ00TH0lWF2001;22/01/2023;20.0
002aoATVQ00Q1F10m0;21/06/2023;20.0
TA002QZ01tT010cT0Z;20/03/2021;35.0
2uN01R001AT0Q0I0H0;06/09/2023;20.0
503C0eM0A0ny0A0010;20/10/2023;25.0
D01dJ0A20100Tv01RQ;07/12/2023;25.0
pQ007F131A10A0080Q;21/12/2022;45.0
90A000A020L1USf015;08/06/2022;25.0
01T100Q2j0D7QA00cI;20/07/2023;35.0
0A10008J91Bsj003zA;05/02/2023;35.0
TA201JX010h0QVN0A0;05/04/2021;20.0
30AT0M0A008R1hA0h1;05/12/2022;20.0
00uAD1q0300A018MEo;10/11/2023;20.0
KCPA1iMQ00200T0Q01;05/03/2023;20.0
Z00Q38A0A01rJ001V2;06/09/2023;55.0
0Y1AAQ1bF200T00a0r;05/05/2021;32.0
0300R01830AesBA0a1;29/12/2022;39.0
A033bRD180I1A0000G;17/12/2023;60.0
Qy80012CA00iTzG100;05/05/2021;50.0
1A00A000j0xI507T0x;23/11/2022;39.0
to090100B04A830AT1;22/03/2022;20.0
f010T4QAD2Y10000Yu;08/10/2023;25.0
80A1000lHT3w0B0RA1;30/07/2023;30.0
QO502000A1E0IT01NR;05/04/2023;45.0
K1401T0fR0QA0i02F0;20/10/2022;25.0
LwY0QAT01Q10H0002s;05/04/2021;35.0
10QQ00LT1kC0102AT0;23/02/2022;20.0
va0A100YA0J00w0E05;20/07/2023;30.0
T00g10JT02QU0XA0Q1;17/12/2023;20.0
1B0400ATA413830k00;21/12/2022;20.0
0A53T8GERA1001U000;27/06/2022;25.0
A007f0g0A500s003A1;22/01/2023;50.0
001TA1R00ZX006n2NQ;08/02/2022;60.0
RmN10A0G3800LA5100;05/04/2021;25.0
Q7WL1V0A0l02T00H10;08/06/2022;25.0
0000HAQ9UTA0oT0121;05/03/2023;50.0
15000A00r0XtKH0Ar0;15/06/2023;36.0
R0PX00XQQ12l100T0A;05/08/2023;65.0
A0D0810631yOJZA000;05/07/2023;20.0
TRS02o010AQN100V40;05/09/2021;25.0
Z001Qg2AT0O000Eq1L;06/01/2023;20.0
T00g10JT02QU0XA0Q1;05/09/2021;25.0
R0Tk31y0010Mi8A00A;05/08/2022;35.0
v0M11008U03O00HvAA;21/06/2023;45.0
5B90AM100bw00Y0A00;24/11/2023;35.0
0Ao1I8N003aMA0J010;25/10/2023;60.0
R2W0d0aT0T10B01AQ0;31/01/2022;20.0
A01w8JA03F1004Q010;07/11/2022;20.0
B0QQA00Lw1n002K10T;06/09/2023;30.0
JZN01AT1P0M00y0Q20;20/01/2021;25.0
81VA1035Ad0R00KA00;29/03/2022;20.0
10RQ810nsRA0A030b0;20/08/2023;45.0
0500Z1RybT2100QU0A;07/08/2021;30.0
2gT0041c1Z0QR00AA0;05/06/2021;45.0
TY20710010QwgnCA00;25/07/2022;25.0
AD000u01XnvO1Q002T;20/03/2021;20.0
301A1J8qKB3000KA00;05/07/2021;50.0
0YQ0100T1A1HN0i320;07/11/2022;25.0
0A1RN0NM13c2000A08;05/03/2023;55.0
05100AB0yN00V00A00;24/05/2021;35.0
1HFQ20T0R00201A01U;20/04/2022;20.0
3300A2t00A11B018Q0;07/12/2023;55.0
0iA00AA05w00cqq100;01/02/2022;39.0
0kx0YA0050Y200A01A;06/09/2023;198.0
1F0TA000YR830A081k;05/02/2023;20.0
2QZ0A1Fg0D0ST11000;07/01/2022;33.0
10Lq80h00nABA30p01;06/05/2023;45.0
00ABu0008A031cR510;07/11/2022;25.0
W1x002A0Q80Wj00F1T;17/12/2023;35.0
2T9J116TA00000ZQ0u;30/05/2022;30.0
B0801Qp0A10eA04m03;05/01/2021;25.0
0BvA00Tp8uQ02101T0;06/01/2023;45.0
E001308AKLOA10z900;11/05/2022;50.0
A5QqA00tL0001000x5;21/08/2021;75.0
8QE1TA20W00010T06H;20/09/2022;30.0
F308AI19AL000S0a10;11/05/2022;20.0
Z3030AO8B00r01J01A;05/02/2023;25.0
o000e11IQ200AT0FSi;07/08/2021;40.0
0bR8c1c3B10A0A0l00;20/07/2021;35.0
OAA1503P0005A00100;05/08/2022;35.0
L02Q0Q3G5H1T10A000;10/03/2022;30.0
AB10o0000A10T8j3pr;02/12/2022;30.0
00TIE10q1Q0AQ10K02;05/08/2023;15.0
1s00B0AK00Aq5A0013;06/09/2022;150.0
A0EKj130H00N0A0813;05/07/2021;30.0
h0181T0P0AR4A00300;05/08/2023;30.0
v0a00ufA01B00S13A8;07/12/2023;25.0
0010V0wA1AN20Wm0QT;20/09/2022;30.0
Z1O01yNAz0A00J8003;05/10/2022;40.0
T0pAkFr8A001J03100;07/12/2023;25.0
01S01T01Tpi00Q20AH;20/01/2021;25.0
7j50004xA1A00A0v00;20/04/2022;30.0
000204000nAx191A5A;11/05/2022;50.0
Z1AOS0Ayv00W810300;06/01/2023;20.0
0TY2004f0IQL10AY01;08/10/2023;20.0
L0IZ020l10wA0YTQ10;08/10/2023;25.0
08W3f1000uA100P0FA;05/05/2021;50.0
00hu01TT1T0OA0QX20;26/08/2022;55.0
00Y00D0aA1Y05sA0w0;18/02/2023;50.0
A0M0A0u100q00Dy05M;30/05/2022;50.0
zmQA00yA38110j000B;07/12/2023;35.0
g0bTA01qx2QQ0V1000;20/03/2021;20.0
l0Ax5900qA0100070A;20/07/2021;40.0
A0Q000211TMs0060DQ;05/07/2021;30.0
A20QT01010S0FQf01i;20/03/2021;25.0
15000A00r0XtKH0Ar0;19/08/2022;36.0
0AJBF500A10400301F;30/05/2022;39.0
A010nV30ARM001Qp08;22/02/2023;30.0
0A5M00105004A10HAl;03/01/2021;39.0
wB030NA12A080w1j00;06/07/2022;40.0
EA0000811N0Ab0qD3R;05/08/2023;45.0
0Q0To000L0UA21i1Pm;20/09/2021;50.0
AP107003RA100A0Z8Z;29/12/2022;39.0
5F41Q0MA000060r1A0;07/11/2022;20.0
0O0XJ03MGA100018A2;22/01/2023;50.0
0F0T1jAA0eA1100803;31/07/2021;20.0
j0M050y0R0F00A1A0O;21/11/2022;55.0
100A0TaqQN010EI002;06/07/2022;45.0
801A0U013TO00ZA0di;08/02/2022;45.0
000130KJA3A00qGN18;05/03/2023;45.0
10CTyKD0A0TP1020Q0;06/07/2022;50.0
0106AP0yX00Y0An500;10/03/2022;60.0
sB1A80I600w003A10z;05/07/2021;40.0
00A400i10E0M15o0zA;20/08/2023;20.0
T5010000N00A0Uy00A;05/04/2021;50.0
1JT01y002QX0b0UA40;20/10/2022;150.0
I7pAt100TQ0T00J102;15/10/2023;20.0
3ALR0c310CA0001M80;07/12/2023;30.0
0EH000581A0H1tA30R;20/09/2022;60.0
0LAS1T0Q0i2oW20001;20/09/2021;25.0
DJ830A00A40R700c11;07/08/2021;70.0
2QZ0A1Fg0D0ST11000;05/02/2023;33.0
0Na00001QZ001AT2Ga;20/06/2021;25.0
0A3p080LA110yOM00E;05/04/2021;50.0
01VtH0A00nA0V013Q8;11/05/2022;30.0
O15g0D0Q12aTZ0A000;03/03/2021;20.0
1T0O500u0AaiB200Q1;20/07/2023;25.0
311AAL080j000HJo0G;20/09/2023;60.0
0AA2300RQ11g0B0n08;22/02/2021;20.0
03A1Qv01A0ZQR01008;07/06/2023;20.0
0Q0Q2TP10141A00R0F;21/12/2022;25.0
Z1230I000O1A0A80Tz;11/08/2021;30.0
oh800AA11E0030MD00;06/07/2022;25.0
A03AnRlg10A0080Q10;16/02/2021;49.0
0A01U0q5yfA00000GL;05/06/2021;55.0
070A010A0SA0fAs500;07/08/2021;55.0
0uS00wCuAt00100A05;05/10/2022;30.0
m0X5X100qAK000r00A;06/02/2021;25.0
AM0V3vA0E801I0j001;10/03/2022;45.0
5f4Ny0C00A0000A001;17/12/2023;85.0
00A0A68300Vy0Q11WP;05/01/2022;50.0
Q0A0p0d02110E2SYT0;26/08/2022;20.0
50Z010Q02wA0TT0N1Y;06/09/2023;30.0
NLA10C00p1A30Q0081;24/11/2023;35.0
830VA80JK0Vq10A100;29/06/2022;40.0
00B01f00103ZAb50AK;05/05/2023;35.0
0S1uv00A0C0b50k00A;06/05/2023;55.0
002A0010AL0tQdc005;16/11/2023;30.0
T22B10000nQ01jZ0cA;10/08/2022;40.0
AA100308jL0i0150TR;26/11/2023;60.0
0TPHQ002Q001EA0Sm1;05/03/2023;35.0
XZ0vA0380SU100d1A0;20/09/2022;50.0
QJd001810003Pp0ANA;05/04/2023;45.0
01500C35030A81AJ80;20/07/2023;45.0
801D09J0A10300ohAY;07/12/2023;50.0
0Q2O00X0Q1AXT410W0;08/06/2022;20.0
AO01A0r0000NrEY050;06/05/2023;30.0
Amg080o3AQ0000g11B;05/03/2023;60.0
1NQA083r0A0000OR01;05/03/2023;45.0
61A00RR1100NTr20Q0;23/02/2022;20.0
Z0q112000QT0UG0Agd;15/09/2022;35.0
000e0Q1XTA0z0HMR12;06/09/2023;35.0
HAQ0u20JQ0c0T010H1;20/07/2023;50.0
T2V0g00H61Q0W00AT1;20/09/2022;55.0
TU00XQ10WP2R000dA1;27/06/2022;35.0
W0002HA1TI000mQ16M;06/05/2023;20.0
K80Q1HW20Tz0000AL1;05/07/2021;25.0
T010OiZ001Ma20E0AQ;20/09/2023;30.0
000C51t0A00vaHA00k;11/05/2022;35.0
010yh30p0Ae0NA10B8;10/11/2023;30.0
21h0FY00A0T0u01TzQ;17/12/2023;40.0
mfA0c0TI10T0QS0012;05/09/2021;50.0
MPb00I0052A0w0100A;24/05/2021;50.0
1Y00fu0FQAy0T2100T;10/11/2023;45.0
000rAdAA10050pt010;30/05/2022;40.0
Xx1D380A0O0101j0A0;05/10/2022;45.0
N0B0AL51100A00000i;03/01/2023;50.0
S9g100A00PV101050A;21/06/2023;20.0
1N0X0A01T02RQ0jG0X;05/01/2022;20.0
08RJ3601d0A10AL900;14/09/2023;30.0
T021E00sAf0L00RQ1O;22/02/2021;35.0
A5SHUN0N001Q0100T2;08/06/2022;20.0
1013iSD0AaA810000A;20/10/2023;45.0
10Aw3B00AI7080h110;31/01/2022;40.0
0000A5100AC3rZ0d0j;20/04/2022;50.0
0NP00aWZQ010dT1A20;20/09/2021;25.0
30r180000y1hAAJSO0;05/08/2023;25.0
ArA11pA3000a180070;24/05/2021;100.0
010003010b0U0AA5RB;05/04/2021;25.0
ZA1030AF020Jj800r1;22/01/2023;55.0
Vf0A1AmT0H1I000803;22/03/2022;35.0
0R000KkA001K0uAz50;05/08/2023;30.0
0YT1o2S0Xb0A0z0Q10;06/07/2022;70.0
801D09J0A10300ohAY;10/02/2022;50.0
01Av0H0g1XWRQT0002;22/01/2023;45.0
00051AKAu00CL1z003;20/05/2023;30.0
Q0km001a2B0T1Ar00O;05/02/2023;45.0
00W100GA0qQ1TX02JQ;07/06/2023;25.0
f0wA0cEt0D50000A10;09/06/2023;25.0
R0PX00XQQ12l100T0A;05/01/2022;65.0
31vA800E1Lo04D0A00;21/06/2023;25.0
019hA038J03D1T0A00;22/01/2023;62.25
0A2T10c1T00R0Q4Z40;05/01/2021;20.0
h0Jq0R3000a8ZA011A;20/04/2021;50.0
AAe8F00300r1VJ0B01;05/07/2021;50.0
000LG0HwA01A13I018;07/12/2023;30.0
K0R3A1610N0Q8A000c;22/02/2023;45.0
O10A00A3eH0O0C1o80;02/12/2022;20.0
AR13010gB1kdA00080;05/01/2021;45.0
000130KJA3A00qGN18;05/08/2022;50.0
00PQQ0A1pp0T20o0D1;23/02/2022;45.0
01010O30Z0d8AAAzD0;25/07/2022;30.0
0T0Q100zRQ0A2031ND;05/02/2023;20.0
10r2AQT00LG0016HR0;05/07/2023;45.0
06WE3R811000AA0Y06;05/07/2021;60.0
8QE1TA20W00010T06H;22/03/2022;30.0
P01G0PLc8KA030A010;20/04/2023;95.0
2QZ00TS0vc0D11A0N0;22/02/2023;20.0
A08Q0110Bu0A0SL300;06/05/2023;60.0
17v018050A3B0iAS00;05/02/2023;70.0
0106AP0yX00Y0An500;05/03/2023;60.0
0Tn10Q21x0U00AHJ0m;06/05/2023;20.0
AS0n18tL01AS00003N;05/10/2022;20.0
J0010d30m1z8AQ0LA0;07/03/2021;25.0
TU00XQ10WP2R000dA1;31/01/2022;35.0
01QOACQ2G0000Te10c;10/03/2022;20.0
0QT10L2o0Q1AT00F0f;21/11/2022;30.0
00sgAOi051IA00000m;07/08/2021;70.0
i02Wz100A01QJ0TkK0;29/05/2021;50.0
A0112XZ0T0Su0t0V0Q;16/01/2021;50.0
0AH00105RT0X0H2q1Q;20/05/2023;45.0
800Az013300KBJA018;06/05/2023;35.0
8G00103H1A0P0oh0MA;24/11/2023;50.0
T00Z0110Q09N0iG2Aa;05/01/2022;20.0
10i10RH03003AA0U8T;06/05/2023;30.0
0Q00A0005A0xq1Ll50;08/06/2022;45.0
Q50d5010B0TA01102V;05/02/2023;20.0
0U0A0000y0q0AO19Y5;05/07/2023;55.0
2X0I0b1001Qazn0TA0;21/12/2022;20.0
0k0000A0NQXOT2211C;20/01/2021;25.0
AA010t00r00WK0H105;05/02/2023;40.0
1000A570LA3r00I1b8;22/02/2023;40.0
25AT01LLQQ01O0000I;07/11/2022;31.0
0A2T10c1T00R0Q4Z40;10/03/2022;20.0
318AO0PD0000U1AS50;05/12/2022;30.0
eA03N01dABa0100l08;07/08/2021;50.0
0B013N0Ae0nAz8w001;06/07/2022;70.0
k000T002AK0RG1Q91i;20/09/2021;50.0
i001TA13008mN000AF;21/08/2021;20.0
0AAR30b8Y01M0100Zw;21/12/2022;40.0
A500Y0tcQd51000A00;28/01/2023;39.0
TI0Z5Q011ADR00M020;07/08/2021;45.0
0T00050X2A1s10DRQH;08/06/2022;25.0
080010ILF0S93A110A;05/04/2021;35.0
A02100100WTWNj0L0Q;21/12/2022;30.0
0t10QO0TzT00A102ZB;22/03/2022;40.0
HAe20010V01TeF0Q01;12/11/2023;30.0
R0Tk31y0010Mi8A00A;08/10/2023;35.0
f00s0A0U501g0I030A;21/06/2023;45.0
Q00AqA00x70105b0I0;08/01/2023;35.0
1oA0s0o0A1J3t080B0;05/08/2023;40.0
WFT3000Q0A1001No2Q;30/08/2022;39.0
0sA00CTx01T0Qkh210;05/06/2021;25.0
f00s0A0U501g0I030A;05/07/2021;45.0
Cs500000301y1SI0AA;18/02/2023;30.0
0ZWpaPN100T1A200Q0;11/05/2022;20.0
80d01v01RRAQ00Aq30;11/04/2022;40.0
03AC0080OBA8011OP0;31/01/2022;60.0
Rb80V3I1000b0M10AA;03/10/2022;20.0
01A13000JAL8V0o6V0;11/04/2022;20.0
120T0lF0D0mQ9A0W10;06/05/2023;30.0
04011B002xT00nAZcQ;07/12/2023;30.0
00OAen881AB000i310;05/03/2023;25.0
Q0Dj2W1AH000r10T04;05/01/2021;20.0
0i3V8G0A1K10R0A010;20/09/2023;20.0
A02QJ0Q000X1YT01Nu;05/12/2022;20.0
0i0030110DNWB005AA;20/05/2023;45.0
A00505A1E0000WYr0X;05/12/2022;140.0
S2jA01nTv0Q0D1000U;06/05/2023;45.0
rS000EA883A00J011Z;08/06/2022;50.0
S2jA01nTv0Q0D1000U;05/07/2021;55.0
100gYC2j00ATQ610e0;07/11/2022;20.0
0YT1o2S0Xb0A0z0Q10;06/09/2022;70.0
0B80TT110AfucQ0200;20/09/2023;35.0
Q00AqA00x70105b0I0;15/07/2022;35.0
30F0AwD0I10810t0VA;05/07/2023;35.0
20SEA00wxq001DQ01T;05/05/2021;25.0
0A9002i0T01Q1OLJ0X;20/07/2023;20.0
3q600AL0c1F80A0J10;05/12/2022;50.0
P308A1aT0r0VC000A1;05/02/2023;20.0
R00WDs002Q1010ATc2;10/03/2023;30.0
1WA31000AF0D0B500z;10/11/2023;50.0
T0LKhl0A2010QL0Q01;10/03/2022;20.0
8103dT0090AA0I0uD1;20/10/2022;45.0
12Q0W0A200JP01TT0I;22/02/2021;40.0
05O000sAf0000g1YMA;20/07/2023;25.0
18u600r103IA0wAB00;20/04/2023;20.0
00W100GA0qQ1TX02JQ;07/03/2021;25.0
W120VR0T1U00QAZ050;22/02/2021;50.0
Pl13180AR000BASF00;05/08/2022;45.0
F00zA3O3U0S10A0180;20/10/2022;20.0
P0b0001A10C1cA50t0;20/08/2023;45.0
B1048A100d0AR0w30w;19/07/2021;39.0
100ASAu00U500Pf011;25/07/2022;60.0
00D81A1xOuF030x0A0;05/07/2023;30.0
1scT00W0Q02SA00vR1;31/01/2022;20.0
10ngA00s0I0G5Ao000;11/05/2023;49.0
J01000A130AD308VrW;20/09/2022;20.0
LiA8sC10300A00O0T1;06/02/2021;40.0
0C0T11c80Qb00I2Aj0;21/08/2021;25.0
TU0060W0H1100AR21Q;05/01/2021;50.0
1yBk08000P010xA3Ac;08/06/2022;55.0
10Y13TB000000A2AYQ;11/04/2022;20.0
303Ak00101rM800BvA;23/02/2022;20.0
I01VA8300Q10A090T1;21/11/2022;100.0
R13A08s0030B0e00A1;22/02/2023;45.0
002AY0y01QCX1T0h0y;20/10/2022;25.0
0AT80AI0c3d0GH1001;06/01/2023;20.0
2V010007Q0ATjW01HX;20/03/2021;20.0
q010000xY0Q075S0AA;28/07/2023;49.0
dT0001Ok0Q120L0TQA;20/04/2023;20.0
2A0217T0J000bUQ01J;05/04/2021;60.0
30010STQvvB010A02d;08/02/2022;20.0
TA00V11oO32000Q0QI;06/09/2022;20.0
Tuc0P0tQD001A120P0;27/06/2022;20.0
0QA500tA0c1G0d0000;07/03/2021;20.0
G4HA80KA010R000130;06/07/2022;55.0
Rj13h0008Q10AA0HA0;08/07/2022;36.03
0QA0xG14UT01A0b020;05/06/2021;100.0
j10d10I0T00Q020zTA;06/07/2022;20.0
A0013N8TiS00ABc010;20/01/2021;40.0
0bH505z1A0A0b1E000;23/02/2022;50.0
m00f1Rs01WA0TQ002V;20/04/2021;30.0
0T0A00T22Q16010QUR;20/05/2023;45.0
18p30AoB0J0l0A010w;20/03/2021;35.0
01M0P152AT000R0WDQ;05/07/2023;20.0
01010F08T0TFQ02puA;30/05/2022;39.0
0ANB02V0V1f100QTm0;07/08/2021;25.0
1NS008000pAA1330QZ;13/05/2022;70.0
002RD00uXA0WQ0NT11;20/03/2021;30.0
0S1uv00A0C0b50k00A;10/03/2022;55.0
1sQ0wC5Ak000Aa0000;11/04/2022;50.0
0AVQGF01110j20040T;05/05/2021;20.0
n01AT0A00Ex0U00j50;21/02/2022;39.0
00405A1p10Ws0XA0U0;05/04/2023;30.0
0Abw0A0X0C00021M05;30/04/2023;40.0
5200UA01LQ040140A0;05/02/2023;45.0
P1E00AAHR18003001H;23/02/2022;45.0
2Z0a1A1T0M0H00Qc0Z;05/01/2021;100.0
0Qw1000ET0QA12Tf0L;10/03/2022;45.0
tI0Fw0A08F01A00w31;31/01/2022;45.0
0v0q1aAq0A050w00A0;05/08/2022;50.0
011ADlfRO8930000A0;05/09/2021;30.0
Q01L0qXcA0T2Q1P000;20/03/2023;60.0
N10080V0A30M1A50vA;05/01/2022;35.0
C00S1q0TA0200Q1Tiu;22/02/2021;25.0
00A0000UQAGZTc12z1;05/04/2023;45.0
F00zA3O3U0S10A0180;20/07/2021;20.0
5A01NCAy0t0001000s;22/02/2021;50.0
00ABu0008A031cR510;06/09/2022;25.0
2gT0041c1Z0QR00AA0;06/02/2021;45.0
1n00SAD801A0i0J039;07/12/2023;30.0
0Q0Q2TP10141A00R0F;24/05/2021;40.0
0I0vA01vZA0H00831N;20/03/2023;30.0
0S1uv00A0C0b50k00A;05/04/2023;55.0
00010KJr802A10RAd3;29/12/2023;39.0
A0AT003103P18000UA;07/06/2023;25.0
A15w0C0gI00000sA06;05/03/2023;65.0
d310AA0a001e6A080b;22/03/2022;52.05
u001c0A0T2001JlTDQ;11/04/2022;25.0
1Q9p001F20ZTwA00D0;08/10/2023;20.0
Q09rT1IQ02nA01D000;20/04/2022;30.0
Jr81S103HN0A00i00A;26/07/2023;40.0
50K00I01z00RWA4A00;16/07/2023;500.0
300A8k0010AAFon0O1;14/10/2022;32.0
G0T000AR12Q30aDp01;30/05/2022;40.0
AS100000u0V0v0M5A0;22/01/2023;70.0
01kxB0Ak0005I40A00;05/06/2021;60.0
2Q000I1XDAOTgz1000;07/03/2021;30.0
0AA0S01005Z00vSu40;20/05/2023;50.0
0UcQ00A0Oy005A1M00;05/05/2021;30.0
10e0FQ100T00z2ARgJ;06/07/2022;20.0
0ACR31003e10A8E0S0;05/04/2023;20.0
100A0TaqQN010EI002;08/10/2023;45.0
A103000014JDF8080A;06/09/2023;55.0
T01K200R10Sq008A0Q;05/02/2023;45.0
AA100308jL0i0150TR;05/04/2023;30.0
110Q2PO10ATL00a0T0;20/10/2022;60.0
QAT100g0h1c200qRQ0;07/08/2021;38.0
0A5M00105004A10HAl;07/01/2022;39.0
1SAJ500AZ01rF03008;28/01/2023;39.0
900Zn1D0V20T0Q1AW0;06/02/2021;25.0
HQ0T0AJ02Nq10m1O00;21/06/2023;30.0
vP0001KA0p00u5A00S;20/08/2023;62.0
00f0010fQsAp0AO050;07/08/2021;40.0
Q0Dj2W1AH000r10T04;20/03/2023;20.0
000A10bzA301FA80R5;21/06/2023;50.0
0bR8c1c3B10A0A0l00;30/05/2022;20.0
T0000pA291n0A0Qdk1;21/11/2022;30.0
T0PPR21S0100Q0bVA0;20/03/2023;45.0
qA00A15000lOE0y001;05/10/2022;25.0
KPA00Am500c100101D;11/04/2022;31.13
0QO0010A0jA0u39819;10/02/2021;49.0
00A1NJR3V10A0005q8;27/07/2022;40.0
1eA0050P00ASh0A0s0;20/09/2023;41.5
83q000AcA1J01B0i0j;15/01/2023;60.0
A00Q0R90IZ1j0Te012;05/08/2022;30.0
As0QH0sY000001FT12;01/02/2021;65.0
00ABAiO000v380ty11;20/10/2023;20.0
01010O30Z0d8AAAzD0;21/11/2022;30.0
1I0LAA08010dTW0030;26/02/2023;30.0
00sgAOi051IA00000m;05/04/2023;60.0
9001u0T0Q0Z2T1KAL0;07/12/2023;20.0
0C0T11c80Qb00I2Aj0;24/05/2021;25.0
25AT01LLQQ01O0000I;07/08/2021;31.0
D10A02QT00T01C00u0;05/01/2022;40.0
1n00SAD801A0i0J039;07/03/2021;41.0
s000A80Jb50Al03B11;08/10/2023;35.0
AMA0Q8E00p301c1L00;05/02/2023;40.0
0WQ210cTM10eAA00m0;20/09/2022;20.0
A0T0hI00d21Q70r10E;05/07/2021;70.0
02o001TE00AQDS10c0;20/08/2023;30.0
300yB0810Ap0O6j1A0;22/01/2023;45.0
AZmK010A0Q00O15100;05/12/2022;55.0
0P0200V1p10QbHAT0Q;20/08/2023;30.0
E00QA1T100ZO200Nv9;21/12/2022;25.0
